date,year,scl_gate_pass,l2a_representative_status,l2a_product_id,l1c_pairing_status,source_l1c_product_id,atmospheric_correction_method,reflectance_quantity,acolite_product_directory_count,acolite_phase6a_alignment_status
2020-05-01,2020,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2020-05-03,2020,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2020-05-06,2020,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2020-05-08,2020,True,frozen_representative,S2A_MSIL2A_20200508T101031_N0500_R022_T34VCM_20230331T174129,exact_unique,S2A_MSIL1C_20200508T101031_N0500_R022_T34VCM_20230330T224016,ACOLITE,rhos,1,eligible_exact_l1c_product_found
2020-05-11,2020,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2020-05-13,2020,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2020-05-16,2020,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2020-05-18,2020,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2020-05-21,2020,True,frozen_representative,S2A_MSIL2A_20200521T102031_N0500_R065_T34VCM_20230415T081814,exact_unique,S2A_MSIL1C_20200521T102031_N0500_R065_T34VCM_20230415T025301,ACOLITE,rhos,1,eligible_exact_l1c_product_found
2020-05-23,2020,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2020-05-26,2020,True,frozen_representative,S2B_MSIL2A_20200526T101559_N0500_R065_T34VCM_20230504T082505,exact_unique,S2B_MSIL1C_20200526T101559_N0500_R065_T34VCM_20230504T005432,ACOLITE,rhos,1,eligible_exact_l1c_product_found
2020-05-28,2020,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2020-05-31,2020,True,frozen_representative,S2A_MSIL2A_20200531T102031_N0500_R065_T34VCM_20230404T042304,exact_unique,S2A_MSIL1C_20200531T102031_N0500_R065_T34VCM_20230403T211425,ACOLITE,rhos,1,eligible_exact_l1c_product_found
2020-06-02,2020,True,frozen_representative,S2B_MSIL2A_20200602T100559_N0500_R022_T34VCM_20230618T155201,exact_unique,S2B_MSIL1C_20200602T100559_N0500_R022_T34VCM_20230618T064144,ACOLITE,rhos,1,eligible_exact_l1c_product_found
2020-06-05,2020,True,frozen_representative,S2B_MSIL2A_20200605T101559_N0500_R065_T34VCM_20230616T115605,exact_unique,S2B_MSIL1C_20200605T101559_N0500_R065_T34VCM_20230616T040205,ACOLITE,rhos,1,eligible_exact_l1c_product_found
2020-06-07,2020,True,frozen_representative,S2A_MSIL2A_20200607T101031_N0500_R022_T34VCM_20230325T194752,exact_unique,S2A_MSIL1C_20200607T101031_N0500_R022_T34VCM_20230325T075950,ACOLITE,rhos,1,eligible_exact_l1c_product_found
2020-06-10,2020,True,frozen_representative,S2A_MSIL2A_20200610T102031_N0500_R065_T34VCM_20230327T090844,exact_unique,S2A_MSIL1C_20200610T102031_N0500_R065_T34VCM_20230326T185418,ACOLITE,rhos,1,eligible_exact_l1c_product_found
2020-06-12,2020,True,frozen_representative,S2B_MSIL2A_20200612T100559_N0500_R022_T34VCM_20230501T085107,exact_unique,S2B_MSIL1C_20200612T100559_N0500_R022_T34VCM_20230430T193046,ACOLITE,rhos,1,eligible_exact_l1c_product_found
2020-06-15,2020,True,frozen_representative,S2B_MSIL2A_20200615T101559_N0500_R065_T34VCM_20230428T083529,exact_unique,S2B_MSIL1C_20200615T101559_N0500_R065_T34VCM_20230427T115930,ACOLITE,rhos,1,eligible_exact_l1c_product_found
2020-06-17,2020,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2020-06-20,2020,True,frozen_representative,S2A_MSIL2A_20200620T102031_N0500_R065_T34VCM_20230413T205714,exact_unique,S2A_MSIL1C_20200620T102031_N0500_R065_T34VCM_20230413T090147,ACOLITE,rhos,1,eligible_exact_l1c_product_found
2020-06-22,2020,True,frozen_representative,S2B_MSIL2A_20200622T100559_N0500_R022_T34VCM_20230501T093544,exact_unique,S2B_MSIL1C_20200622T100559_N0500_R022_T34VCM_20230501T013926,ACOLITE,rhos,1,eligible_exact_l1c_product_found
2020-06-25,2020,True,frozen_representative,S2B_MSIL2A_20200625T101559_N0500_R065_T34VCM_20230507T110141,exact_unique,S2B_MSIL1C_20200625T101559_N0500_R065_T34VCM_20230507T030438,ACOLITE,rhos,1,eligible_exact_l1c_product_found
2020-06-27,2020,True,frozen_representative,S2A_MSIL2A_20200627T101031_N0500_R022_T34VCM_20230330T005932,exact_unique,S2A_MSIL1C_20200627T101031_N0500_R022_T34VCM_20230329T045046,ACOLITE,rhos,1,eligible_exact_l1c_product_found
2020-06-30,2020,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2020-07-02,2020,True,frozen_representative,S2B_MSIL2A_20200702T100559_N0500_R022_T34VCM_20230531T012547,exact_unique,S2B_MSIL1C_20200702T100559_N0500_R022_T34VCM_20230530T180855,ACOLITE,rhos,1,eligible_exact_l1c_product_found
2020-07-05,2020,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2020-07-07,2020,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2020-07-10,2020,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2020-07-12,2020,True,frozen_representative,S2B_MSIL2A_20200712T100559_N0500_R022_T34VCM_20230614T061252,exact_unique,S2B_MSIL1C_20200712T100559_N0500_R022_T34VCM_20230614T001712,ACOLITE,rhos,1,eligible_exact_l1c_product_found
2020-07-15,2020,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2020-07-17,2020,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2020-07-20,2020,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2020-07-22,2020,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2020-07-25,2020,True,frozen_representative,S2B_MSIL2A_20200725T101559_N0500_R065_T34VCM_20230430T175257,exact_unique,S2B_MSIL1C_20200725T101559_N0500_R065_T34VCM_20230429T203729,ACOLITE,rhos,1,eligible_exact_l1c_product_found
2020-07-27,2020,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2020-07-30,2020,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2020-08-01,2020,True,frozen_representative,S2B_MSIL2A_20200801T100559_N0500_R022_T34VCM_20230421T101210,exact_unique,S2B_MSIL1C_20200801T100559_N0500_R022_T34VCM_20230420T124330,ACOLITE,rhos,1,eligible_exact_l1c_product_found
2020-08-04,2020,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2020-08-06,2020,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2020-08-09,2020,True,frozen_representative,S2A_MSIL2A_20200809T102031_N0500_R065_T34VCM_20230420T170300,exact_unique,S2A_MSIL1C_20200809T102031_N0500_R065_T34VCM_20230420T085814,ACOLITE,rhos,1,eligible_exact_l1c_product_found
2020-08-11,2020,True,frozen_representative,S2B_MSIL2A_20200811T100559_N0500_R022_T34VCM_20230520T221430,exact_unique,S2B_MSIL1C_20200811T100559_N0500_R022_T34VCM_20230520T144508,ACOLITE,rhos,1,eligible_exact_l1c_product_found
2020-08-14,2020,True,frozen_representative,S2B_MSIL2A_20200814T101559_N0500_R065_T34VCM_20230419T055343,exact_unique,S2B_MSIL1C_20200814T101559_N0500_R065_T34VCM_20230418T203343,ACOLITE,rhos,1,eligible_exact_l1c_product_found
2020-08-16,2020,True,frozen_representative,S2A_MSIL2A_20200816T101031_N0500_R022_T34VCM_20230422T120802,exact_unique,S2A_MSIL1C_20200816T101031_N0500_R022_T34VCM_20230422T024451,ACOLITE,rhos,1,eligible_exact_l1c_product_found
2020-08-19,2020,True,frozen_representative,S2A_MSIL2A_20200819T102031_N0500_R065_T34VCM_20230407T111047,exact_unique,S2A_MSIL1C_20200819T102031_N0500_R065_T34VCM_20230407T004653,ACOLITE,rhos,1,eligible_exact_l1c_product_found
2020-08-21,2020,True,frozen_representative,S2B_MSIL2A_20200821T100559_N0500_R022_T34VCM_20230512T235511,exact_unique,S2B_MSIL1C_20200821T100559_N0500_R022_T34VCM_20230512T135158,ACOLITE,rhos,1,eligible_exact_l1c_product_found
2020-08-24,2020,True,frozen_representative,S2B_MSIL2A_20200824T101559_N0500_R065_T34VCM_20230419T043339,exact_unique,S2B_MSIL1C_20200824T101559_N0500_R065_T34VCM_20230418T053500,ACOLITE,rhos,1,eligible_exact_l1c_product_found
2020-08-26,2020,True,frozen_representative,S2A_MSIL2A_20200826T101031_N0500_R022_T34VCM_20230413T171700,exact_unique,S2A_MSIL1C_20200826T101031_N0500_R022_T34VCM_20230412T174525,ACOLITE,rhos,1,eligible_exact_l1c_product_found
2020-08-29,2020,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2020-08-31,2020,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2020-09-03,2020,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2020-09-05,2020,True,frozen_representative,S2A_MSIL2A_20200905T101031_N0500_R022_T34VCM_20230314T024637,exact_unique,S2A_MSIL1C_20200905T101031_N0500_R022_T34VCM_20230313T151754,ACOLITE,rhos,1,eligible_exact_l1c_product_found
2020-09-08,2020,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2020-09-10,2020,True,frozen_representative,S2B_MSIL2A_20200910T100559_N0500_R022_T34VCM_20230311T022411,exact_unique,S2B_MSIL1C_20200910T100559_N0500_R022_T34VCM_20230309T230357,ACOLITE,rhos,1,eligible_exact_l1c_product_found
2020-09-13,2020,True,frozen_representative,S2B_MSIL2A_20200913T101629_N0500_R065_T34VCM_20230418T112835,exact_unique,S2B_MSIL1C_20200913T101629_N0500_R065_T34VCM_20230418T014843,ACOLITE,rhos,1,eligible_exact_l1c_product_found
2020-09-15,2020,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2020-09-18,2020,True,frozen_representative,S2A_MSIL2A_20200918T102031_N0500_R065_T34VCM_20230311T043216,exact_unique,S2A_MSIL1C_20200918T102031_N0500_R065_T34VCM_20230310T160415,ACOLITE,rhos,1,eligible_exact_l1c_product_found
2020-09-20,2020,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2020-09-23,2020,True,frozen_representative,S2B_MSIL2A_20200923T101649_N0500_R065_T34VCM_20230426T105356,exact_unique,S2B_MSIL1C_20200923T101649_N0500_R065_T34VCM_20230425T040337,ACOLITE,rhos,1,eligible_exact_l1c_product_found
2020-09-25,2020,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2020-09-28,2020,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2020-09-30,2020,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2020-10-03,2020,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2020-10-08,2020,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2020-10-10,2020,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2020-10-13,2020,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2020-10-15,2020,True,frozen_representative,S2A_MSIL2A_20201015T101031_N0500_R022_T34VCM_20230308T002351,exact_unique,S2A_MSIL1C_20201015T101031_N0500_R022_T34VCM_20230307T035130,ACOLITE,rhos,1,eligible_exact_l1c_product_found
2020-10-18,2020,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2020-10-20,2020,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2020-10-23,2020,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2020-10-25,2020,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2020-10-28,2020,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2020-10-30,2020,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2020-11-02,2020,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2020-11-04,2020,True,frozen_representative,S2A_MSIL2A_20201104T101211_N0500_R022_T34VCM_20230319T070226,exact_unique,S2A_MSIL1C_20201104T101211_N0500_R022_T34VCM_20230319T003319,ACOLITE,rhos,1,eligible_exact_l1c_product_found
2020-11-07,2020,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2020-11-09,2020,True,frozen_representative,S2B_MSIL2A_20201109T101239_N0500_R022_T34VCM_20230302T145813,exact_unique,S2B_MSIL1C_20201109T101239_N0500_R022_T34VCM_20230302T103054,ACOLITE,rhos,1,eligible_exact_l1c_product_found
2020-11-12,2020,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2020-11-14,2020,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2020-11-17,2020,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2020-11-19,2020,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2020-11-22,2020,True,frozen_representative,S2B_MSIL2A_20201122T102339_N0500_R065_T34VCM_20230402T194726,exact_unique,S2B_MSIL1C_20201122T102339_N0500_R065_T34VCM_20230402T123818,ACOLITE,rhos,1,eligible_exact_l1c_product_found
2020-11-24,2020,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2020-11-27,2020,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2020-11-29,2020,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2020-12-12,2020,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2020-12-19,2020,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2020-12-22,2020,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2020-12-29,2020,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2021-01-01,2021,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2021-01-08,2021,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2021-01-11,2021,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2021-01-13,2021,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2021-01-16,2021,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2021-01-18,2021,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2021-01-21,2021,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2021-01-23,2021,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2021-01-26,2021,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2021-01-28,2021,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2021-01-31,2021,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2021-02-02,2021,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2021-02-05,2021,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2021-02-07,2021,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2021-02-10,2021,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2021-02-12,2021,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2021-02-15,2021,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2021-02-17,2021,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2021-02-20,2021,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2021-02-22,2021,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2021-02-25,2021,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2021-02-27,2021,True,frozen_representative,S2B_MSIL2A_20210227T101029_N0500_R022_T34VCM_20230602T214212,exact_unique,S2B_MSIL1C_20210227T101029_N0500_R022_T34VCM_20230602T112715,ACOLITE,rhos,1,eligible_exact_l1c_product_found
2021-03-02,2021,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2021-03-04,2021,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2021-03-07,2021,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2021-03-09,2021,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2021-03-12,2021,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2021-03-14,2021,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2021-03-17,2021,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2021-03-19,2021,True,frozen_representative,S2B_MSIL2A_20210319T100649_N0500_R022_T34VCM_20230520T034739,exact_unique,S2B_MSIL1C_20210319T100649_N0500_R022_T34VCM_20230518T221153,ACOLITE,rhos,1,eligible_exact_l1c_product_found
2021-03-22,2021,True,frozen_representative,S2B_MSIL2A_20210322T101649_N0500_R065_T34VCM_20230605T043412,exact_unique,S2B_MSIL1C_20210322T101649_N0500_R065_T34VCM_20230604T102539,ACOLITE,rhos,1,eligible_exact_l1c_product_found
2021-03-24,2021,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2021-03-27,2021,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2021-03-29,2021,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2021-04-01,2021,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2021-04-03,2021,True,frozen_representative,S2A_MSIL2A_20210403T101021_N0500_R022_T34VCM_20230512T004623,exact_unique,S2A_MSIL1C_20210403T101021_N0500_R022_T34VCM_20230511T155445,ACOLITE,rhos,1,eligible_exact_l1c_product_found
2021-04-06,2021,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2021-04-08,2021,True,frozen_representative,S2B_MSIL2A_20210408T100549_N0500_R022_T34VCM_20230513T124455,exact_unique,S2B_MSIL1C_20210408T100549_N0500_R022_T34VCM_20230512T121936,ACOLITE,rhos,1,eligible_exact_l1c_product_found
2021-04-11,2021,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2021-04-13,2021,True,frozen_representative,S2A_MSIL2A_20210413T101021_N0500_R022_T34VCM_20230513T131428,exact_unique,S2A_MSIL1C_20210413T101021_N0500_R022_T34VCM_20230513T062335,ACOLITE,rhos,1,eligible_exact_l1c_product_found
2021-04-16,2021,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2021-04-18,2021,True,frozen_representative,S2B_MSIL2A_20210418T100549_N0500_R022_T34VCM_20230525T063818,exact_unique,S2B_MSIL1C_20210418T100549_N0500_R022_T34VCM_20230524T070538,ACOLITE,rhos,1,eligible_exact_l1c_product_found
2021-04-21,2021,True,frozen_representative,S2B_MSIL2A_20210421T101549_N0500_R065_T34VCM_20230518T200516,exact_unique,S2B_MSIL1C_20210421T101549_N0500_R065_T34VCM_20230517T212537,ACOLITE,rhos,1,eligible_exact_l1c_product_found
2021-04-23,2021,True,frozen_representative,S2A_MSIL2A_20210423T101021_N0500_R022_T34VCM_20230512T140300,exact_unique,S2A_MSIL1C_20210423T101021_N0500_R022_T34VCM_20230512T034455,ACOLITE,rhos,1,eligible_exact_l1c_product_found
2021-04-26,2021,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2021-04-28,2021,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2021-05-01,2021,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2021-05-03,2021,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2021-05-06,2021,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2021-05-08,2021,True,frozen_representative,S2B_MSIL2A_20210508T100549_N0500_R022_T34VCM_20230207T093304,exact_unique,S2B_MSIL1C_20210508T100549_N0500_R022_T34VCM_20230207T033128,ACOLITE,rhos,1,eligible_exact_l1c_product_found
2021-05-11,2021,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2021-05-13,2021,True,frozen_representative,S2A_MSIL2A_20210513T101021_N0500_R022_T34VCM_20230208T230237,exact_unique,S2A_MSIL1C_20210513T101021_N0500_R022_T34VCM_20230208T105956,ACOLITE,rhos,1,eligible_exact_l1c_product_found
2021-05-16,2021,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2021-05-18,2021,True,frozen_representative,S2B_MSIL2A_20210518T100559_N0500_R022_T34VCM_20230222T190943,exact_unique,S2B_MSIL1C_20210518T100559_N0500_R022_T34VCM_20230222T092744,ACOLITE,rhos,1,eligible_exact_l1c_product_found
2021-05-21,2021,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2021-05-23,2021,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2021-05-26,2021,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
2021-05-28,2021,True,frozen_representative,S2B_MSIL2A_20210528T100559_N0500_R022_T34VCM_20230227T082312,exact_unique,S2B_MSIL1C_20210528T100559_N0500_R022_T34VCM_20230227T022353,ACOLITE,rhos,1,eligible_exact_l1c_product_found
2021-05-31,2021,False,no_representative_frozen_scl_gate_failed,,no_l2a_representative_for_date,,ACOLITE,rhos,0,not_eligible_no_frozen_l2a_representative
