selection_version,selection_rule_id,date,year,observation_method,product_level,reflectance_quantity,source_product_id,paired_l2a_product_id,source_alignment_status,frozen_scl_gate_pass,l2a_representative_status,l1c_pairing_status,exact_three_method_source_alignment,method_product_available,required_qa_complete,source_failure_reason,minimum_valid_pixels,window_pixel_count,diagnostic_flags_exclusionary,mci_wavelength_source,NDCI_valid_pixel_count,NDCI_median,ndci_observation_eligible,ndci_selection_status,MCI_valid_pixel_count,MCI_median,mci_observation_eligible,mci_selection_status,common_B456_valid_count,common_b456_observation_eligible,common_b456_selection_status,selection_chlf_used,analysis_version,reference_date_match,CHLF,PRESENCE_ICE,open_water,measurement_regime,reference_analysis_eligible,ndci_method_specific_support,ndci_matchup_status,ndci_primary_common_support,mci_method_specific_support,mci_matchup_status,mci_primary_common_support
erken_s2_observation_selection_v1.0,erken_s2_primary3x3_min6_v1,2021-04-16,2021,L2A,L2A,BOA,,,no_representative_frozen_scl_gate_failed,False,no_representative_frozen_scl_gate_failed,no_l2a_representative_for_date,False,False,False,no_representative_frozen_scl_gate_failed,6,9,False,nominal_fixed_665_705_740_nm,,,,unavailable_no_representative_frozen_scl_gate_failed,,,,unavailable_no_representative_frozen_scl_gate_failed,,,unavailable_no_representative_frozen_scl_gate_failed,False,erken_s2_chlf_matchup_analysis_v1.0,True,4.29113,0,True,pre_2023,True,False,unavailable_frozen_observation_selection,False,False,unavailable_frozen_observation_selection,False
erken_s2_observation_selection_v1.0,erken_s2_primary3x3_min6_v1,2021-04-16,2021,ACOLITE,L2R,rhos,,,not_eligible_no_frozen_l2a_representative,False,no_representative_frozen_scl_gate_failed,no_l2a_representative_for_date,False,False,False,not_eligible_no_frozen_l2a_representative,6,9,False,nominal_fixed_665_705_740_nm,,,,unavailable_not_eligible_no_frozen_l2a_representative,,,,unavailable_not_eligible_no_frozen_l2a_representative,,,unavailable_not_eligible_no_frozen_l2a_representative,False,erken_s2_chlf_matchup_analysis_v1.0,True,4.29113,0,True,pre_2023,True,False,unavailable_frozen_observation_selection,False,False,unavailable_frozen_observation_selection,False
erken_s2_observation_selection_v1.0,erken_s2_primary3x3_min6_v1,2021-04-18,2021,L1C,L1C,TOA,S2B_MSIL1C_20210418T100549_N0500_R022_T34VCM_20230524T070538,S2B_MSIL2A_20210418T100549_N0500_R022_T34VCM_20230525T063818,exact_unique,True,frozen_representative,exact_unique,True,True,True,,6,9,False,nominal_fixed_665_705_740_nm,9,-0.07001795332136447,True,eligible_at_least_6_of_9_valid_pixels,9,-0.0010733333333333359,True,eligible_at_least_6_of_9_valid_pixels,9,True,eligible_at_least_6_of_9_valid_pixels,False,erken_s2_chlf_matchup_analysis_v1.0,True,2.93683,0,True,pre_2023,True,True,eligible_method_specific_support,True,True,eligible_method_specific_support,True
erken_s2_observation_selection_v1.0,erken_s2_primary3x3_min6_v1,2021-04-18,2021,L2A,L2A,BOA,S2B_MSIL2A_20210418T100549_N0500_R022_T34VCM_20230525T063818,S2B_MSIL2A_20210418T100549_N0500_R022_T34VCM_20230525T063818,frozen_representative,True,frozen_representative,exact_unique,True,True,True,,6,9,False,nominal_fixed_665_705_740_nm,9,-0.06382978723404253,True,eligible_at_least_6_of_9_valid_pixels,9,-0.0007400000000000002,True,eligible_at_least_6_of_9_valid_pixels,9,True,eligible_at_least_6_of_9_valid_pixels,False,erken_s2_chlf_matchup_analysis_v1.0,True,2.93683,0,True,pre_2023,True,True,eligible_method_specific_support,True,True,eligible_method_specific_support,True
erken_s2_observation_selection_v1.0,erken_s2_primary3x3_min6_v1,2021-04-18,2021,ACOLITE,L2R,rhos,S2B_MSIL1C_20210418T100549_N0500_R022_T34VCM_20230524T070538,S2B_MSIL2A_20210418T100549_N0500_R022_T34VCM_20230525T063818,eligible_exact_l1c_product_found,True,frozen_representative,exact_unique,True,True,True,,6,9,False,nominal_fixed_665_705_740_nm,9,-0.04621154765346532,True,eligible_at_least_6_of_9_valid_pixels,9,-0.0010088446860512098,True,eligible_at_least_6_of_9_valid_pixels,9,True,eligible_at_least_6_of_9_valid_pixels,False,erken_s2_chlf_matchup_analysis_v1.0,True,2.93683,0,True,pre_2023,True,True,eligible_method_specific_support,True,True,eligible_method_specific_support,True
erken_s2_observation_selection_v1.0,erken_s2_primary3x3_min6_v1,2021-04-21,2021,L1C,L1C,TOA,S2B_MSIL1C_20210421T101549_N0500_R065_T34VCM_20230517T212537,S2B_MSIL2A_20210421T101549_N0500_R065_T34VCM_20230518T200516,exact_unique,True,frozen_representative,exact_unique,True,True,True,,6,9,False,nominal_fixed_665_705_740_nm,9,-0.038297872340425546,True,eligible_at_least_6_of_9_valid_pixels,9,-0.0009149999999999991,True,eligible_at_least_6_of_9_valid_pixels,9,True,eligible_at_least_6_of_9_valid_pixels,False,erken_s2_chlf_matchup_analysis_v1.0,True,4.2086,0,True,pre_2023,True,True,eligible_method_specific_support,True,True,eligible_method_specific_support,True
erken_s2_observation_selection_v1.0,erken_s2_primary3x3_min6_v1,2021-04-21,2021,L2A,L2A,BOA,S2B_MSIL2A_20210421T101549_N0500_R065_T34VCM_20230518T200516,S2B_MSIL2A_20210421T101549_N0500_R065_T34VCM_20230518T200516,frozen_representative,True,frozen_representative,exact_unique,True,True,True,,6,9,False,nominal_fixed_665_705_740_nm,9,0.023255813953488313,True,eligible_at_least_6_of_9_valid_pixels,9,-1.3333333333332212e-05,True,eligible_at_least_6_of_9_valid_pixels,9,True,eligible_at_least_6_of_9_valid_pixels,False,erken_s2_chlf_matchup_analysis_v1.0,True,4.2086,0,True,pre_2023,True,True,eligible_method_specific_support,True,True,eligible_method_specific_support,True
erken_s2_observation_selection_v1.0,erken_s2_primary3x3_min6_v1,2021-04-21,2021,ACOLITE,L2R,rhos,S2B_MSIL1C_20210421T101549_N0500_R065_T34VCM_20230517T212537,S2B_MSIL2A_20210421T101549_N0500_R065_T34VCM_20230518T200516,eligible_exact_l1c_product_found,True,frozen_representative,exact_unique,True,True,True,,6,9,False,nominal_fixed_665_705_740_nm,9,0.0955681329790744,True,eligible_at_least_6_of_9_valid_pixels,9,-0.000591557938605547,True,eligible_at_least_6_of_9_valid_pixels,9,True,eligible_at_least_6_of_9_valid_pixels,False,erken_s2_chlf_matchup_analysis_v1.0,True,4.2086,0,True,pre_2023,True,True,eligible_method_specific_support,True,True,eligible_method_specific_support,True
erken_s2_observation_selection_v1.0,erken_s2_primary3x3_min6_v1,2021-04-23,2021,L1C,L1C,TOA,S2A_MSIL1C_20210423T101021_N0500_R022_T34VCM_20230512T034455,S2A_MSIL2A_20210423T101021_N0500_R022_T34VCM_20230512T140300,exact_unique,True,frozen_representative,exact_unique,True,True,True,,6,9,False,nominal_fixed_665_705_740_nm,9,-0.055206149545772215,True,eligible_at_least_6_of_9_valid_pixels,9,-8.333333333332416e-06,True,eligible_at_least_6_of_9_valid_pixels,9,True,eligible_at_least_6_of_9_valid_pixels,False,erken_s2_chlf_matchup_analysis_v1.0,True,3.53719,0,True,pre_2023,True,True,eligible_method_specific_support,True,True,eligible_method_specific_support,True
erken_s2_observation_selection_v1.0,erken_s2_primary3x3_min6_v1,2021-04-23,2021,L2A,L2A,BOA,S2A_MSIL2A_20210423T101021_N0500_R022_T34VCM_20230512T140300,S2A_MSIL2A_20210423T101021_N0500_R022_T34VCM_20230512T140300,frozen_representative,True,frozen_representative,exact_unique,True,True,True,,6,9,False,nominal_fixed_665_705_740_nm,9,-0.08333333333333333,True,eligible_at_least_6_of_9_valid_pixels,9,0.00098,True,eligible_at_least_6_of_9_valid_pixels,9,True,eligible_at_least_6_of_9_valid_pixels,False,erken_s2_chlf_matchup_analysis_v1.0,True,3.53719,0,True,pre_2023,True,True,eligible_method_specific_support,True,True,eligible_method_specific_support,True
erken_s2_observation_selection_v1.0,erken_s2_primary3x3_min6_v1,2021-04-23,2021,ACOLITE,L2R,rhos,S2A_MSIL1C_20210423T101021_N0500_R022_T34VCM_20230512T034455,S2A_MSIL2A_20210423T101021_N0500_R022_T34VCM_20230512T140300,eligible_exact_l1c_product_found,True,frozen_representative,exact_unique,True,True,True,,6,9,False,nominal_fixed_665_705_740_nm,9,-0.030876600283038968,True,eligible_at_least_6_of_9_valid_pixels,9,-0.00011118886371453557,True,eligible_at_least_6_of_9_valid_pixels,9,True,eligible_at_least_6_of_9_valid_pixels,False,erken_s2_chlf_matchup_analysis_v1.0,True,3.53719,0,True,pre_2023,True,True,eligible_method_specific_support,True,True,eligible_method_specific_support,True
erken_s2_observation_selection_v1.0,erken_s2_primary3x3_min6_v1,2021-04-26,2021,L1C,L1C,TOA,,,no_l2a_representative_for_date,False,no_representative_frozen_scl_gate_failed,no_l2a_representative_for_date,False,False,False,no_l2a_representative_for_date,6,9,False,nominal_fixed_665_705_740_nm,,,,unavailable_no_l2a_representative_for_date,,,,unavailable_no_l2a_representative_for_date,,,unavailable_no_l2a_representative_for_date,False,erken_s2_chlf_matchup_analysis_v1.0,True,3.90837,0,True,pre_2023,True,False,unavailable_frozen_observation_selection,False,False,unavailable_frozen_observation_selection,False
erken_s2_observation_selection_v1.0,erken_s2_primary3x3_min6_v1,2021-04-26,2021,L2A,L2A,BOA,,,no_representative_frozen_scl_gate_failed,False,no_representative_frozen_scl_gate_failed,no_l2a_representative_for_date,False,False,False,no_representative_frozen_scl_gate_failed,6,9,False,nominal_fixed_665_705_740_nm,,,,unavailable_no_representative_frozen_scl_gate_failed,,,,unavailable_no_representative_frozen_scl_gate_failed,,,unavailable_no_representative_frozen_scl_gate_failed,False,erken_s2_chlf_matchup_analysis_v1.0,True,3.90837,0,True,pre_2023,True,False,unavailable_frozen_observation_selection,False,False,unavailable_frozen_observation_selection,False
erken_s2_observation_selection_v1.0,erken_s2_primary3x3_min6_v1,2021-04-26,2021,ACOLITE,L2R,rhos,,,not_eligible_no_frozen_l2a_representative,False,no_representative_frozen_scl_gate_failed,no_l2a_representative_for_date,False,False,False,not_eligible_no_frozen_l2a_representative,6,9,False,nominal_fixed_665_705_740_nm,,,,unavailable_not_eligible_no_frozen_l2a_representative,,,,unavailable_not_eligible_no_frozen_l2a_representative,,,unavailable_not_eligible_no_frozen_l2a_representative,False,erken_s2_chlf_matchup_analysis_v1.0,True,3.90837,0,True,pre_2023,True,False,unavailable_frozen_observation_selection,False,False,unavailable_frozen_observation_selection,False
erken_s2_observation_selection_v1.0,erken_s2_primary3x3_min6_v1,2021-04-28,2021,L1C,L1C,TOA,,,no_l2a_representative_for_date,False,no_representative_frozen_scl_gate_failed,no_l2a_representative_for_date,False,False,False,no_l2a_representative_for_date,6,9,False,nominal_fixed_665_705_740_nm,,,,unavailable_no_l2a_representative_for_date,,,,unavailable_no_l2a_representative_for_date,,,unavailable_no_l2a_representative_for_date,False,erken_s2_chlf_matchup_analysis_v1.0,True,4.2967,0,True,pre_2023,True,False,unavailable_frozen_observation_selection,False,False,unavailable_frozen_observation_selection,False
erken_s2_observation_selection_v1.0,erken_s2_primary3x3_min6_v1,2021-04-28,2021,L2A,L2A,BOA,,,no_representative_frozen_scl_gate_failed,False,no_representative_frozen_scl_gate_failed,no_l2a_representative_for_date,False,False,False,no_representative_frozen_scl_gate_failed,6,9,False,nominal_fixed_665_705_740_nm,,,,unavailable_no_representative_frozen_scl_gate_failed,,,,unavailable_no_representative_frozen_scl_gate_failed,,,unavailable_no_representative_frozen_scl_gate_failed,False,erken_s2_chlf_matchup_analysis_v1.0,True,4.2967,0,True,pre_2023,True,False,unavailable_frozen_observation_selection,False,False,unavailable_frozen_observation_selection,False
erken_s2_observation_selection_v1.0,erken_s2_primary3x3_min6_v1,2021-04-28,2021,ACOLITE,L2R,rhos,,,not_eligible_no_frozen_l2a_representative,False,no_representative_frozen_scl_gate_failed,no_l2a_representative_for_date,False,False,False,not_eligible_no_frozen_l2a_representative,6,9,False,nominal_fixed_665_705_740_nm,,,,unavailable_not_eligible_no_frozen_l2a_representative,,,,unavailable_not_eligible_no_frozen_l2a_representative,,,unavailable_not_eligible_no_frozen_l2a_representative,False,erken_s2_chlf_matchup_analysis_v1.0,True,4.2967,0,True,pre_2023,True,False,unavailable_frozen_observation_selection,False,False,unavailable_frozen_observation_selection,False
erken_s2_observation_selection_v1.0,erken_s2_primary3x3_min6_v1,2021-05-01,2021,L1C,L1C,TOA,,,no_l2a_representative_for_date,False,no_representative_frozen_scl_gate_failed,no_l2a_representative_for_date,False,False,False,no_l2a_representative_for_date,6,9,False,nominal_fixed_665_705_740_nm,,,,unavailable_no_l2a_representative_for_date,,,,unavailable_no_l2a_representative_for_date,,,unavailable_no_l2a_representative_for_date,False,erken_s2_chlf_matchup_analysis_v1.0,True,3.11487,0,True,pre_2023,True,False,unavailable_frozen_observation_selection,False,False,unavailable_frozen_observation_selection,False
erken_s2_observation_selection_v1.0,erken_s2_primary3x3_min6_v1,2021-05-01,2021,L2A,L2A,BOA,,,no_representative_frozen_scl_gate_failed,False,no_representative_frozen_scl_gate_failed,no_l2a_representative_for_date,False,False,False,no_representative_frozen_scl_gate_failed,6,9,False,nominal_fixed_665_705_740_nm,,,,unavailable_no_representative_frozen_scl_gate_failed,,,,unavailable_no_representative_frozen_scl_gate_failed,,,unavailable_no_representative_frozen_scl_gate_failed,False,erken_s2_chlf_matchup_analysis_v1.0,True,3.11487,0,True,pre_2023,True,False,unavailable_frozen_observation_selection,False,False,unavailable_frozen_observation_selection,False
erken_s2_observation_selection_v1.0,erken_s2_primary3x3_min6_v1,2021-05-01,2021,ACOLITE,L2R,rhos,,,not_eligible_no_frozen_l2a_representative,False,no_representative_frozen_scl_gate_failed,no_l2a_representative_for_date,False,False,False,not_eligible_no_frozen_l2a_representative,6,9,False,nominal_fixed_665_705_740_nm,,,,unavailable_not_eligible_no_frozen_l2a_representative,,,,unavailable_not_eligible_no_frozen_l2a_representative,,,unavailable_not_eligible_no_frozen_l2a_representative,False,erken_s2_chlf_matchup_analysis_v1.0,True,3.11487,0,True,pre_2023,True,False,unavailable_frozen_observation_selection,False,False,unavailable_frozen_observation_selection,False
erken_s2_observation_selection_v1.0,erken_s2_primary3x3_min6_v1,2021-05-03,2021,L1C,L1C,TOA,,,no_l2a_representative_for_date,False,no_representative_frozen_scl_gate_failed,no_l2a_representative_for_date,False,False,False,no_l2a_representative_for_date,6,9,False,nominal_fixed_665_705_740_nm,,,,unavailable_no_l2a_representative_for_date,,,,unavailable_no_l2a_representative_for_date,,,unavailable_no_l2a_representative_for_date,False,erken_s2_chlf_matchup_analysis_v1.0,True,3.201,0,True,pre_2023,True,False,unavailable_frozen_observation_selection,False,False,unavailable_frozen_observation_selection,False
erken_s2_observation_selection_v1.0,erken_s2_primary3x3_min6_v1,2021-05-03,2021,L2A,L2A,BOA,,,no_representative_frozen_scl_gate_failed,False,no_representative_frozen_scl_gate_failed,no_l2a_representative_for_date,False,False,False,no_representative_frozen_scl_gate_failed,6,9,False,nominal_fixed_665_705_740_nm,,,,unavailable_no_representative_frozen_scl_gate_failed,,,,unavailable_no_representative_frozen_scl_gate_failed,,,unavailable_no_representative_frozen_scl_gate_failed,False,erken_s2_chlf_matchup_analysis_v1.0,True,3.201,0,True,pre_2023,True,False,unavailable_frozen_observation_selection,False,False,unavailable_frozen_observation_selection,False
erken_s2_observation_selection_v1.0,erken_s2_primary3x3_min6_v1,2021-05-03,2021,ACOLITE,L2R,rhos,,,not_eligible_no_frozen_l2a_representative,False,no_representative_frozen_scl_gate_failed,no_l2a_representative_for_date,False,False,False,not_eligible_no_frozen_l2a_representative,6,9,False,nominal_fixed_665_705_740_nm,,,,unavailable_not_eligible_no_frozen_l2a_representative,,,,unavailable_not_eligible_no_frozen_l2a_representative,,,unavailable_not_eligible_no_frozen_l2a_representative,False,erken_s2_chlf_matchup_analysis_v1.0,True,3.201,0,True,pre_2023,True,False,unavailable_frozen_observation_selection,False,False,unavailable_frozen_observation_selection,False
erken_s2_observation_selection_v1.0,erken_s2_primary3x3_min6_v1,2021-05-06,2021,L1C,L1C,TOA,,,no_l2a_representative_for_date,False,no_representative_frozen_scl_gate_failed,no_l2a_representative_for_date,False,False,False,no_l2a_representative_for_date,6,9,False,nominal_fixed_665_705_740_nm,,,,unavailable_no_l2a_representative_for_date,,,,unavailable_no_l2a_representative_for_date,,,unavailable_no_l2a_representative_for_date,False,erken_s2_chlf_matchup_analysis_v1.0,True,2.29546,0,True,pre_2023,True,False,unavailable_frozen_observation_selection,False,False,unavailable_frozen_observation_selection,False
erken_s2_observation_selection_v1.0,erken_s2_primary3x3_min6_v1,2021-05-06,2021,L2A,L2A,BOA,,,no_representative_frozen_scl_gate_failed,False,no_representative_frozen_scl_gate_failed,no_l2a_representative_for_date,False,False,False,no_representative_frozen_scl_gate_failed,6,9,False,nominal_fixed_665_705_740_nm,,,,unavailable_no_representative_frozen_scl_gate_failed,,,,unavailable_no_representative_frozen_scl_gate_failed,,,unavailable_no_representative_frozen_scl_gate_failed,False,erken_s2_chlf_matchup_analysis_v1.0,True,2.29546,0,True,pre_2023,True,False,unavailable_frozen_observation_selection,False,False,unavailable_frozen_observation_selection,False
erken_s2_observation_selection_v1.0,erken_s2_primary3x3_min6_v1,2021-05-06,2021,ACOLITE,L2R,rhos,,,not_eligible_no_frozen_l2a_representative,False,no_representative_frozen_scl_gate_failed,no_l2a_representative_for_date,False,False,False,not_eligible_no_frozen_l2a_representative,6,9,False,nominal_fixed_665_705_740_nm,,,,unavailable_not_eligible_no_frozen_l2a_representative,,,,unavailable_not_eligible_no_frozen_l2a_representative,,,unavailable_not_eligible_no_frozen_l2a_representative,False,erken_s2_chlf_matchup_analysis_v1.0,True,2.29546,0,True,pre_2023,True,False,unavailable_frozen_observation_selection,False,False,unavailable_frozen_observation_selection,False
erken_s2_observation_selection_v1.0,erken_s2_primary3x3_min6_v1,2021-05-08,2021,L1C,L1C,TOA,S2B_MSIL1C_20210508T100549_N0500_R022_T34VCM_20230207T033128,S2B_MSIL2A_20210508T100549_N0500_R022_T34VCM_20230207T093304,exact_unique,True,frozen_representative,exact_unique,True,True,True,,6,9,False,nominal_fixed_665_705_740_nm,9,-0.08251748251748249,True,eligible_at_least_6_of_9_valid_pixels,9,-0.0003633333333333301,True,eligible_at_least_6_of_9_valid_pixels,9,True,eligible_at_least_6_of_9_valid_pixels,False,erken_s2_chlf_matchup_analysis_v1.0,True,2.13323,0,True,pre_2023,True,True,eligible_method_specific_support,True,True,eligible_method_specific_support,True
erken_s2_observation_selection_v1.0,erken_s2_primary3x3_min6_v1,2021-05-08,2021,L2A,L2A,BOA,S2B_MSIL2A_20210508T100549_N0500_R022_T34VCM_20230207T093304,S2B_MSIL2A_20210508T100549_N0500_R022_T34VCM_20230207T093304,frozen_representative,True,frozen_representative,exact_unique,True,True,True,,6,9,False,nominal_fixed_665_705_740_nm,9,-0.1428571428571429,True,eligible_at_least_6_of_9_valid_pixels,9,0.0004933333333333343,True,eligible_at_least_6_of_9_valid_pixels,9,True,eligible_at_least_6_of_9_valid_pixels,False,erken_s2_chlf_matchup_analysis_v1.0,True,2.13323,0,True,pre_2023,True,True,eligible_method_specific_support,True,True,eligible_method_specific_support,True
erken_s2_observation_selection_v1.0,erken_s2_primary3x3_min6_v1,2021-05-08,2021,ACOLITE,L2R,rhos,S2B_MSIL1C_20210508T100549_N0500_R022_T34VCM_20230207T033128,S2B_MSIL2A_20210508T100549_N0500_R022_T34VCM_20230207T093304,eligible_exact_l1c_product_found,True,frozen_representative,exact_unique,True,True,True,,6,9,False,nominal_fixed_665_705_740_nm,9,-0.10031831703616742,True,eligible_at_least_6_of_9_valid_pixels,9,-0.00017360867932438885,True,eligible_at_least_6_of_9_valid_pixels,9,True,eligible_at_least_6_of_9_valid_pixels,False,erken_s2_chlf_matchup_analysis_v1.0,True,2.13323,0,True,pre_2023,True,True,eligible_method_specific_support,True,True,eligible_method_specific_support,True
erken_s2_observation_selection_v1.0,erken_s2_primary3x3_min6_v1,2021-05-11,2021,L1C,L1C,TOA,,,no_l2a_representative_for_date,False,no_representative_frozen_scl_gate_failed,no_l2a_representative_for_date,False,False,False,no_l2a_representative_for_date,6,9,False,nominal_fixed_665_705_740_nm,,,,unavailable_no_l2a_representative_for_date,,,,unavailable_no_l2a_representative_for_date,,,unavailable_no_l2a_representative_for_date,False,erken_s2_chlf_matchup_analysis_v1.0,True,1.96803,0,True,pre_2023,True,False,unavailable_frozen_observation_selection,False,False,unavailable_frozen_observation_selection,False
erken_s2_observation_selection_v1.0,erken_s2_primary3x3_min6_v1,2021-05-11,2021,L2A,L2A,BOA,,,no_representative_frozen_scl_gate_failed,False,no_representative_frozen_scl_gate_failed,no_l2a_representative_for_date,False,False,False,no_representative_frozen_scl_gate_failed,6,9,False,nominal_fixed_665_705_740_nm,,,,unavailable_no_representative_frozen_scl_gate_failed,,,,unavailable_no_representative_frozen_scl_gate_failed,,,unavailable_no_representative_frozen_scl_gate_failed,False,erken_s2_chlf_matchup_analysis_v1.0,True,1.96803,0,True,pre_2023,True,False,unavailable_frozen_observation_selection,False,False,unavailable_frozen_observation_selection,False
erken_s2_observation_selection_v1.0,erken_s2_primary3x3_min6_v1,2021-05-11,2021,ACOLITE,L2R,rhos,,,not_eligible_no_frozen_l2a_representative,False,no_representative_frozen_scl_gate_failed,no_l2a_representative_for_date,False,False,False,not_eligible_no_frozen_l2a_representative,6,9,False,nominal_fixed_665_705_740_nm,,,,unavailable_not_eligible_no_frozen_l2a_representative,,,,unavailable_not_eligible_no_frozen_l2a_representative,,,unavailable_not_eligible_no_frozen_l2a_representative,False,erken_s2_chlf_matchup_analysis_v1.0,True,1.96803,0,True,pre_2023,True,False,unavailable_frozen_observation_selection,False,False,unavailable_frozen_observation_selection,False
erken_s2_observation_selection_v1.0,erken_s2_primary3x3_min6_v1,2021-05-13,2021,L1C,L1C,TOA,S2A_MSIL1C_20210513T101021_N0500_R022_T34VCM_20230208T105956,S2A_MSIL2A_20210513T101021_N0500_R022_T34VCM_20230208T230237,exact_unique,True,frozen_representative,exact_unique,True,True,True,,6,9,False,nominal_fixed_665_705_740_nm,9,-0.05706521739130429,True,eligible_at_least_6_of_9_valid_pixels,9,-0.0020483333333333326,True,eligible_at_least_6_of_9_valid_pixels,9,True,eligible_at_least_6_of_9_valid_pixels,False,erken_s2_chlf_matchup_analysis_v1.0,True,2.07928,0,True,pre_2023,True,True,eligible_method_specific_support,True,True,eligible_method_specific_support,True
erken_s2_observation_selection_v1.0,erken_s2_primary3x3_min6_v1,2021-05-13,2021,L2A,L2A,BOA,S2A_MSIL2A_20210513T101021_N0500_R022_T34VCM_20230208T230237,S2A_MSIL2A_20210513T101021_N0500_R022_T34VCM_20230208T230237,frozen_representative,True,frozen_representative,exact_unique,True,True,True,,6,9,False,nominal_fixed_665_705_740_nm,9,-0.03448275862068963,True,eligible_at_least_6_of_9_valid_pixels,9,-0.0004666666666666656,True,eligible_at_least_6_of_9_valid_pixels,9,True,eligible_at_least_6_of_9_valid_pixels,False,erken_s2_chlf_matchup_analysis_v1.0,True,2.07928,0,True,pre_2023,True,True,eligible_method_specific_support,True,True,eligible_method_specific_support,True
erken_s2_observation_selection_v1.0,erken_s2_primary3x3_min6_v1,2021-05-13,2021,ACOLITE,L2R,rhos,S2A_MSIL1C_20210513T101021_N0500_R022_T34VCM_20230208T105956,S2A_MSIL2A_20210513T101021_N0500_R022_T34VCM_20230208T230237,eligible_exact_l1c_product_found,True,frozen_representative,exact_unique,True,True,True,,6,9,False,nominal_fixed_665_705_740_nm,9,-0.0223556127130976,True,eligible_at_least_6_of_9_valid_pixels,9,-0.0018845015826324625,True,eligible_at_least_6_of_9_valid_pixels,9,True,eligible_at_least_6_of_9_valid_pixels,False,erken_s2_chlf_matchup_analysis_v1.0,True,2.07928,0,True,pre_2023,True,True,eligible_method_specific_support,True,True,eligible_method_specific_support,True
erken_s2_observation_selection_v1.0,erken_s2_primary3x3_min6_v1,2021-05-16,2021,L1C,L1C,TOA,,,no_l2a_representative_for_date,False,no_representative_frozen_scl_gate_failed,no_l2a_representative_for_date,False,False,False,no_l2a_representative_for_date,6,9,False,nominal_fixed_665_705_740_nm,,,,unavailable_no_l2a_representative_for_date,,,,unavailable_no_l2a_representative_for_date,,,unavailable_no_l2a_representative_for_date,False,erken_s2_chlf_matchup_analysis_v1.0,True,2.29028,0,True,pre_2023,True,False,unavailable_frozen_observation_selection,False,False,unavailable_frozen_observation_selection,False
erken_s2_observation_selection_v1.0,erken_s2_primary3x3_min6_v1,2021-05-16,2021,L2A,L2A,BOA,,,no_representative_frozen_scl_gate_failed,False,no_representative_frozen_scl_gate_failed,no_l2a_representative_for_date,False,False,False,no_representative_frozen_scl_gate_failed,6,9,False,nominal_fixed_665_705_740_nm,,,,unavailable_no_representative_frozen_scl_gate_failed,,,,unavailable_no_representative_frozen_scl_gate_failed,,,unavailable_no_representative_frozen_scl_gate_failed,False,erken_s2_chlf_matchup_analysis_v1.0,True,2.29028,0,True,pre_2023,True,False,unavailable_frozen_observation_selection,False,False,unavailable_frozen_observation_selection,False
erken_s2_observation_selection_v1.0,erken_s2_primary3x3_min6_v1,2021-05-16,2021,ACOLITE,L2R,rhos,,,not_eligible_no_frozen_l2a_representative,False,no_representative_frozen_scl_gate_failed,no_l2a_representative_for_date,False,False,False,not_eligible_no_frozen_l2a_representative,6,9,False,nominal_fixed_665_705_740_nm,,,,unavailable_not_eligible_no_frozen_l2a_representative,,,,unavailable_not_eligible_no_frozen_l2a_representative,,,unavailable_not_eligible_no_frozen_l2a_representative,False,erken_s2_chlf_matchup_analysis_v1.0,True,2.29028,0,True,pre_2023,True,False,unavailable_frozen_observation_selection,False,False,unavailable_frozen_observation_selection,False
erken_s2_observation_selection_v1.0,erken_s2_primary3x3_min6_v1,2021-05-18,2021,L1C,L1C,TOA,S2B_MSIL1C_20210518T100559_N0500_R022_T34VCM_20230222T092744,S2B_MSIL2A_20210518T100559_N0500_R022_T34VCM_20230222T190943,exact_unique,True,frozen_representative,exact_unique,True,True,True,,6,9,False,nominal_fixed_665_705_740_nm,9,-0.07216494845360823,True,eligible_at_least_6_of_9_valid_pixels,9,-0.0010533333333333332,True,eligible_at_least_6_of_9_valid_pixels,9,True,eligible_at_least_6_of_9_valid_pixels,False,erken_s2_chlf_matchup_analysis_v1.0,True,2.2734,0,True,pre_2023,True,True,eligible_method_specific_support,True,True,eligible_method_specific_support,True
erken_s2_observation_selection_v1.0,erken_s2_primary3x3_min6_v1,2021-05-18,2021,L2A,L2A,BOA,S2B_MSIL2A_20210518T100559_N0500_R022_T34VCM_20230222T190943,S2B_MSIL2A_20210518T100559_N0500_R022_T34VCM_20230222T190943,frozen_representative,True,frozen_representative,exact_unique,True,True,True,,6,9,False,nominal_fixed_665_705_740_nm,9,-0.03191489361702127,True,eligible_at_least_6_of_9_valid_pixels,9,0.0005733333333333337,True,eligible_at_least_6_of_9_valid_pixels,9,True,eligible_at_least_6_of_9_valid_pixels,False,erken_s2_chlf_matchup_analysis_v1.0,True,2.2734,0,True,pre_2023,True,True,eligible_method_specific_support,True,True,eligible_method_specific_support,True
erken_s2_observation_selection_v1.0,erken_s2_primary3x3_min6_v1,2021-05-18,2021,ACOLITE,L2R,rhos,S2B_MSIL1C_20210518T100559_N0500_R022_T34VCM_20230222T092744,S2B_MSIL2A_20210518T100559_N0500_R022_T34VCM_20230222T190943,eligible_exact_l1c_product_found,True,frozen_representative,exact_unique,True,True,True,,6,9,False,nominal_fixed_665_705_740_nm,9,-0.06053146833284697,True,eligible_at_least_6_of_9_valid_pixels,9,-0.00089527318874995,True,eligible_at_least_6_of_9_valid_pixels,9,True,eligible_at_least_6_of_9_valid_pixels,False,erken_s2_chlf_matchup_analysis_v1.0,True,2.2734,0,True,pre_2023,True,True,eligible_method_specific_support,True,True,eligible_method_specific_support,True
